user_id,username,name,followers_count,following_count,account_age_days,description,created_at,profile_pic,verified,is_fake
U00448,finleycasey,Douglas Kirk,359,677,707,💯 developer | Open source contributor | AI,2024-09-09 14:56:32,1,0,0
U00449,christopher70,Eddie Mueller,508,526,2880,Travel blogger | Paris | books | Living my best life,2018-09-28 14:56:32,1,0,0
U00450,stevenvargas,Raymond Gonzalez DVM,735,692,442,Teacher | React | Tokyo | Education matters,2025-06-01 14:56:32,1,0,0
U00451,edwardrandolph,Joshua Fields,1179,562,2717,Travel blogger | food | Data Science | Living my best life,2019-03-10 14:56:32,1,0,0
U00452,tapiaaaron,Sarah Acosta,115,436,1019,Photographer | sports | gaming | DM for collabs,2023-11-02 14:56:32,1,1,0
U00453,harristonya,Tyrone Kaufman,906,195,603,Fitness | NYC | 📸 | Healthy living advocate,2024-12-22 14:56:32,1,0,0
U00454,jenniferdavis,Stephanie Meyer,14,1325,23,Official giveaway account 🔥,2026-07-25 14:56:32,1,0,1
U00455,stephen19,Casey Wilkins,270,343,997,Photographer | sports | gaming | DM for collabs,2023-11-24 14:56:32,1,0,0
U00456,vargasbryan,Bianca Carter,149,604,1285,Travel blogger | ML | design | Living my best life,2023-02-09 14:56:32,1,0,0
U00457,sara65,Dillon Jones,15,406,340,Music lover | AI fan | books | Just vibes,2025-09-11 14:56:32,1,0,0
U00458,derekcarrillo,Brian Cole,169,588,2632,Artist | art | Web3 | Creating beauty daily,2019-06-03 14:56:32,1,0,0
U00459,richard85,Christine Parker,19,773,949,"Mom/Dad of gaming, coffee lover, design enthusiast",2024-01-11 14:56:32,1,0,0
U00460,melissa12,Elizabeth Bush,204,466,1632,"Writer, reader, 🔥 lover | Based in Toronto",2022-02-27 14:56:32,1,0,0
U00461,lewismelissa,Michael Schmitt,62,1079,1,DM me for exclusive deals! Paris yoga,2026-08-16 14:56:32,1,0,1
U00462,rpalmer,Robert Thompson,128,469,1664,Student at food University | London | 🚀,2022-01-26 14:56:32,1,0,0
U00463,jbond,Danielle Murray,80,1252,6,,2026-08-11 14:56:32,1,0,1
U00464,davidbrown,Courtney Gonzalez,5,1322,8,,2026-08-09 14:56:32,1,0,1
U00465,owatson,Angela Willis,742,143,128,Fitness | travel | AI | Healthy living advocate,2026-04-11 14:56:32,1,0,0
U00466,johnsoncaleb,Jill Anderson,5,657,7,Crypto trader | Data Science | 10x returns guaranteed,2026-08-10 14:56:32,0,0,1
U00467,david70,Kenneth Underwood,631,279,2583,Travel blogger | SF | sports | Living my best life,2019-07-22 14:56:32,1,0,0
U00468,ycrawford,Carrie Lewis,179,491,892,Travel blogger | 🎵 | Toronto | Living my best life,2024-03-08 14:56:32,1,0,0
U00469,joshuagriffin,Lucas Jensen,67,367,2721,Teacher | travel | Paris | Education matters,2019-03-06 14:56:32,1,0,0
U00470,victor87,Douglas Taylor,7,583,1037,Software engineer passionate about London and sports,2023-10-15 14:56:32,1,0,0
U00471,dawnrobles,Zachary Stephens,47,1524,2,,2026-08-15 14:56:32,0,0,1
U00472,mayokimberly,Joshua Washington,25,831,9,,2026-08-08 14:56:32,1,0,1
U00473,paul20,Daniel Huang,113,562,1121,Travel blogger | React | design | Living my best life,2023-07-23 14:56:32,1,0,0
U00474,brian78,Kevin Hall,652,680,543,Software engineer passionate about Python and 🔥,2025-02-20 14:56:32,1,0,0
U00475,craigsandoval,Robert Stark,25,1593,23,,2026-07-25 14:56:32,1,0,1
U00476,gallagherstacie,Vickie Price,393,375,287,books developer | Open source contributor | React,2025-11-03 14:56:32,1,0,0
U00477,gregorywatkins,Melissa Sloan,2368,132,2410,Teacher | coding | NYC | Education matters,2020-01-11 14:56:32,1,0,0
U00478,warnermichael,Brenda Vaughan,40,1469,6,Follow for follow! ML art movies,2026-08-11 14:56:32,1,0,1
U00479,lweaver,Brandon Hall II,108,222,2324,Artist | Web3 | NYC | Creating beauty daily,2020-04-06 14:56:32,1,0,0
U00480,nsmith,Carlos Love,54,418,1370,Student at travel University | React | coding,2022-11-16 14:56:32,1,0,0
U00481,brian29,Brenda Rodriguez,105,637,794,📸 professional | music | Views are my own,2024-06-14 14:56:32,1,0,0
U00482,susan56,Gabrielle Morris,51,1097,15,Click link below for FREE Paris !!!,2026-08-02 14:56:32,0,0,1
U00483,jessicakim,Katelyn Stewart,248,514,92,"Writer, reader, fitness lover | Based in Berlin",2026-05-17 14:56:32,1,0,0
U00484,jeffrey92,Nicholas Phillips,348,511,2610,💯 professional | React | Views are my own,2019-06-25 14:56:32,1,0,0
U00485,jessicarush,Jenna Gamble,389,732,860,Artist | 🎵 | London | Creating beauty daily,2024-04-09 14:56:32,1,0,0
U00486,whitelucas,Lisa Bowman,199,577,157,🎵 professional | JavaScript | Views are my own,2026-03-13 14:56:32,1,0,0
U00487,zunigadonald,Cynthia Haas,129,760,99,"Writer, reader, AI lover | Based in ML",2026-05-10 14:56:32,1,0,0
U00488,daisymccarty,Meagan Daniel,53,850,485,📸 professional | London | Views are my own,2025-04-19 14:56:32,1,0,0
U00489,sean43,Barry Scott,139,42,643,Artist | SF | sports | Creating beauty daily,2024-11-12 14:56:32,1,1,0
U00490,lebrandon,Jason Jackson,5,722,8,Follow me I follow back sports,2026-08-09 14:56:32,1,0,1
U00491,ysnyder,James Poole,346,241,2670,Photographer | travel | food | DM for collabs,2019-04-26 14:56:32,1,0,0
U00492,franciscojones,Elizabeth Flores,660,330,1029,Student at Tokyo University | Toronto | Data Science,2023-10-23 14:56:32,1,0,0
U00493,jonesgeorge,Nicholas Payne,142,356,1362,SF developer | Open source contributor | NYC,2022-11-24 14:56:32,1,0,0
U00494,morgantricia,Michele Reynolds,52,993,3,,2026-08-14 14:56:32,1,0,1
U00495,catherinehamilton,Gary Mccann,13,590,554,Music lover | JavaScript fan | yoga | Just vibes,2025-02-09 14:56:32,1,0,0
U00496,uterry,Kimberly Guerrero,482,506,551,"Mom/Dad of books, coffee lover, Paris enthusiast",2025-02-12 14:56:32,1,0,0
U00497,john06,Sara Hernandez,34,388,225,Toronto professional | art | Views are my own,2026-01-04 14:56:32,1,0,0
U00498,adam14,Lori Castillo,22,1920,5,Crypto trader | movies | 10x returns guaranteed,2026-08-12 14:56:32,0,0,1
U00499,johnsongeorge,Bradley Anthony,143,531,1912,Music lover | London fan | gaming | Just vibes,2021-05-23 14:56:32,1,0,0
